name,distance,time,elevation_gain,moving_time,average_heartrate,max_heartrate
Smoothest run in a while,7.0208087918999995,2022-08-24T22:42:30Z,29,3057,159.8,178
Evening Ride,0.6050910798,2022-08-23T23:17:50Z,0,332,107.5,118
Hamstrings tight,7.1036996832999995,2022-08-23T21:14:35Z,71,3159,151.4,179
GPS fucked up,1.5367747572,2022-08-23T21:05:16Z,21,535,148.1,163
That was hard ,10.1866318998,2022-08-21T15:35:02Z,24,4571,161.2,183
Night Ride,0.6777293497000001,2022-08-21T05:35:06Z,3.9,418,,
Riding to lunch 🍔,0.6213088629,2022-08-20T16:30:15Z,0,262,117.9,130
Didn't have the legs for a good long run,8.1655605852,2022-08-20T12:32:01Z,18,3579,152.5,172
Ez miles,4.477599426,2022-08-19T21:36:12Z,23,2117,149,164
Warmdown,0.7603716927,2022-08-18T12:51:42Z,1,365,149.5,161
Workout part 2. Just needed a bit of warmup and patience. ,4.0094585146,2022-08-18T12:18:14Z,15,1606,155.4,172
😮‍💨 trying on some Tempo Paces,3.2748737184,2022-08-18T11:51:54Z,1,1284,135.7,158
low aerobic,6.511346709,2022-08-16T22:17:22Z,10,3028,126.6,160
Aerobic base build 🫀💪,7.649511969700001,2022-08-15T23:16:59Z,77,3550,145.1,167
Solid training week in the books!,7.5177191806,2022-08-14T15:45:22Z,85,3409,143.1,165
Shakeout. Getting the mileage in,3.0156377372,2022-08-13T16:52:25Z,7,1474,138.7,163
#6: great vibes!,3.1358108886000005,2022-08-13T12:03:01Z,59,1191,163.6,183
Mild weather,6.2618662525,2022-08-12T20:17:11Z,18,2815,145.7,179
Aerobic workout ,4.394335712,2022-08-11T22:24:35Z,12,2119,142.3,160
Hardest run in a while,11.0100106119,2022-08-10T20:51:12Z,107,4800,167.8,183
Meetup,0.7319129009,2022-08-10T20:37:06Z,17,329,142.9,162
8 miles on 8/8,8.0040041252,2022-08-09T00:04:57Z,24,3491,162.6,186
Getting that 40 in,4.9320701754,2022-08-08T01:36:14Z,15,2401,145.2,158
Night Run,0.9145338378,2022-08-08T01:26:59Z,0,453,140.6,151
10 for the day,3.0052608415,2022-08-06T14:16:27Z,23,1417,157.6,181
Sweating my 🍑 off,7.1306050476000005,2022-08-06T12:53:13Z,72,3282,160.8,182
Treadmill ez 45min,5.2202620452,2022-08-05T22:08:48Z,0,2702,129.4,146
Nice And steamy,7.234436141700001,2022-08-04T23:19:13Z,71,3442,153,172
Lunch Run,6.3079719807000005,2022-08-03T16:39:26Z,17,2966,153.9,177
Should have gotten another mile or two in,6.0400989426,2022-08-01T23:01:02Z,58,2700,149.5,172
Getting back up there,12.323029672,2022-07-31T13:35:26Z,33,5469,159.7,193
Afternoon Ride,2.7443471586,2022-07-30T17:45:33Z,12,1129,126.5,144
Ez run,5.0086852197,2022-07-30T14:23:52Z,25,2419,147,172
Evening Run,0.8703543597000001,2022-07-29T23:59:43Z,5,449,143.4,160
A hard steady run,7.130107950799999,2022-07-29T22:50:32Z,16,3260,152,174
Too hottt,6.0970786633,2022-07-28T21:36:00Z,16,2863,149.4,165
Fatigued ,4.531534428800001,2022-07-26T21:29:26Z,58,2120,150.2,169
Ez run,5.0043356227,2022-07-25T23:56:17Z,5,2545,148.5,158
🥵♨️💧,12.1063576043,2022-07-24T13:10:44Z,125,5463,167.1,186
Treadmill Run,4.0087750065,2022-07-23T16:06:56Z,0,2255,142.4,152
Lunch Run,0.8320779061,2022-07-23T15:56:09Z,0,491,144.7,154
Bumming at my friend's apt pool,0.2840908212,2022-07-22T21:53:22Z,0,353,106.2,134
Ez,1.5455360883000002,2022-07-22T01:26:08Z,13,878,142.8,158
Flirt with ♨️heat exhaustion ♨️to build character ,6.0243782562999995,2022-07-22T00:39:52Z,73,2465,164.8,182
Heat shock proteins ,6.207247741600001,2022-07-20T23:59:59Z,13,2859,158.9,175
Lost my watch on Amazon Prime day,7.0250962518,2022-07-19T11:25:51Z,12,3098,158.3,174
Got dumped on. ⛈️🌧️,4.3121904658000005,2022-07-18T19:18:02Z,27,2030,147.7,176
Taking the struggle bus back home 🚌,2.107690432,2022-07-17T17:08:39Z,4.5,1033,,
Adapting to warm weather....rough,8.1385930838,2022-07-17T15:40:15Z,18.1,3720,,
Post volunteering run,6.0029409568,2022-07-16T13:43:23Z,46.2,2793,,
Volunteer opp,1.5139083044000001,2022-07-16T11:00:00Z,21.5,758,,
Run defeated me,2.2666992709000002,2022-07-15T22:00:35Z,4.6,1146,,
🥵Overheated...only gonna get hotter this summer 🌡️⏫,3.7497875737,2022-07-15T21:19:06Z,7.5,1566,,
A quick run before my 9 hr flight home,4.1260277142,2022-07-14T05:00:54Z,33.5,1866,,
Last run in Norway ,7.015899961,2022-07-12T17:29:15Z,135.8,3123,159,181
No pedestrian path but the views are worth ,5.0963606678,2022-07-11T14:26:19Z,99.4,2436,151.1,175
Morning Walk,2.3775518573000003,2022-07-11T08:09:12Z,334.2,5271,98,127
2nd run of the day with Danish and Steven,4.0056060144,2022-07-10T18:19:04Z,69,2339,141.5,164
Pretty warm for the artic circle ,5.212122085100001,2022-07-10T13:24:40Z,87,2458,143.5,168
Windows background ,4.4479600293,2022-07-08T05:49:40Z,73,2015,150,173
Views,14.7086593523,2022-07-06T07:18:02Z,1275,18076,107.9,152
Beautiful views rough weather,5.667338479700001,2022-07-04T13:07:30Z,466.3,10131,114,153
Back to the hotel after some swimming ,5.2535675308,2022-07-03T14:49:38Z,106.1,2565,148.3,164
Meeting friends at the beach,4.4922016445,2022-07-03T12:45:56Z,123.9,2162,146,168
Afternoon Ride,1.544728306,2022-07-02T12:57:09Z,18,769,100.1,115
Island trail run ,2.0233082502,2022-07-02T10:32:29Z,54,1443,130.8,157
First of many Norway Trail runs,3.4279173956999998,2022-07-01T17:23:40Z,199.6,1951,139.2,175
Oslo sights,7.3508810671,2022-06-30T05:40:40Z,37,3345,152.6,171
Sightseeing ,3.0236534231000003,2022-06-29T19:48:44Z,78,1585,146.2,174
Easy one before my flight ✈️,4.4383909158999995,2022-06-28T13:53:34Z,12,2122,149.4,171
Warmdown ,1.1917274409,2022-06-26T12:48:14Z,3,600,143.2,162
Its a workout not a race 😤,4.0195247248,2022-06-26T12:16:09Z,36,1541,148.9,188
Commute to race start ,1.5623131053000001,2022-06-26T11:27:31Z,27,767,141.7,156
Very warm 🥵,4.6853858884,2022-06-25T15:10:42Z,11,2175,147.1,161
Digestive issues 💩,1.0102871089,2022-06-25T14:49:08Z,5,476,143.1,159
Picking up my bib for Sunday...another week another race 😵,3.411948161,2022-06-24T17:09:12Z,38,1606,145.1,167
Sending it with Nick ,12.8327403033,2022-06-23T21:44:20Z,143,5611,154,174
Steady 10k,6.2176867744,2022-06-22T19:46:09Z,14,2870,138.3,162
1hour steady,8.0570070715,2022-06-20T22:31:57Z,17,3650,145.7,164
Couldve went for 40mpw ,4.6593504435,2022-06-19T13:27:51Z,3,2082,141.7,171
3 out of 9 races done. Almost threw up,6.2261995571,2022-06-18T12:15:41Z,9,2390,151.9,181
Warmup missed my start time 😩,0.28322090180000004,2022-06-18T11:42:01Z,1,156,134.5,146
80°Fs feel better in AZ ,4.341084217300001,2022-06-17T15:08:59Z,9,2098,149.2,167
Chase down long run ,10.2045895217,2022-06-15T21:12:35Z,95,4360,155.5,175
Less miles leading up to a weekday long run,4.6387830634,2022-06-14T23:56:03Z,1,2106,158,172
Warmest run of the year..so far,6.007166279600001,2022-06-13T21:19:39Z,11,2663,132.8,169
Run with No phone and NO MUSIC,4.3513989759,2022-06-12T13:48:40Z,3,2051,147.2,164
10k for the day ,3.1604793173,2022-06-11T14:19:21Z,5,1397,147.3,164
Major fatigue. Taking a break,3.0349623753,2022-06-11T13:45:52Z,4,1283,162,181
Warm weather good vibes ,5.8606469978,2022-06-10T18:45:08Z,14,2779,150.8,160
First CP run in a while,10.1402154861,2022-06-09T21:35:24Z,114.6,4239,,
Rainy and humid running,8.0675082414,2022-06-07T21:12:56Z,31,3532,148.7,163
Running at night again 🌃,6.2226577424,2022-06-07T00:31:04Z,5,2915,155.2,175
Back on the Hudson,7.1689436383,2022-06-05T15:06:37Z,10,3024,158.2,172
Peace out tukke,3.9352668172,2022-06-04T15:09:06Z,25,1846,156.3,170
Solid swim sessions before I go back to NYC,0.5681816424,2022-06-03T00:40:54Z,0,659,,
Morning Run,4.3610302264,2022-06-02T14:52:04Z,32,1952,154.5,168
Morning run with Tyler. Showing me around the trails,6.949413264,2022-06-01T13:05:55Z,73,3680,151,168
Getting the feel back,0.5681816424,2022-05-31T22:45:14Z,0,672,,
170 miles for the month. Solid maintenance🛠️,4.3772480095,2022-05-31T13:44:56Z,33,2072,149.9,162
Night Swim 🌌🏊‍♂️,0.3977395771,2022-05-31T02:15:38Z,0,507,,
90° long run,10.1568060918,2022-05-30T01:24:07Z,70,4766,157.3,171
Steady run,7.1635377106,2022-05-28T14:50:34Z,74,3272,154.9,168
Heat training,4.3678031703,2022-05-27T15:24:21Z,33,1973,158.5,172
Morning Trails,6.427896583700001,2022-05-26T13:13:19Z,55,2914,156,173
3 hill sprints + 7 miles steady,7.2223194072000005,2022-05-24T14:50:04Z,67.6,3152,155.8,174
Cousins take to the trail ⛰️🥾,4.7729991994,2022-05-23T14:12:26Z,55,2532,140.5,153
Weekly 40 ✅,5.114318289700001,2022-05-22T13:44:53Z,58,2442,145.4,164
Ahwatukke 10 miler 🏜️,10.427599573599998,2022-05-21T13:14:13Z,82,4620,157.2,178
Much better weather in the morning,6.650968772700001,2022-05-20T13:40:14Z,30,2821,155.2,173
Need to run earlier. The sun too strong 🥵🏜️,3.5175190939,2022-05-19T15:15:35Z,26,1481,,
Lunchtime 10k,6.3345045224,2022-05-18T16:15:15Z,68,2880,153.4,176
Getting myself used to morning runs 😪🌄,8.1074623967,2022-05-17T12:23:35Z,18,3601,155.3,169
90% humidity. What a struggle,10.0269395528,2022-05-15T14:06:27Z,29,4438,148.1,178
Legs sore. Taking it easy save the strength for another day,2.0285899037,2022-05-13T21:22:02Z,5,884,139.8,165
West side madness ,6.0088439813,2022-05-12T22:43:20Z,6,2825,144,163
CP full loop isn't bad with a friend,7.527971802100001,2022-05-11T20:49:40Z,102,3326,152.3,169
Finishing up my run after chilling ,3.0984664915,2022-05-09T23:43:13Z,29,1429,147.9,164
Taking a break. Found Val in the park ,3.5825145005,2022-05-09T22:57:47Z,23,1600,144.6,164
Janky Citi bike,0.7366974575999999,2022-05-08T19:11:11Z,0,375,,
Long run Sunday. Another 40 this week ✅,10.0149470925,2022-05-08T16:10:57Z,19,4378,155.2,171
40 on the treadmill,5.3762883033,2022-05-07T15:31:43Z,0,2407,146.6,154
Running in the rain takes a little bit more willpower,8.0156859,2022-05-06T20:15:24Z,15,3498,155.8,170
12 avenue Recovery Jog,4.2010271939,2022-05-04T21:56:48Z,13,2076,147.6,168
1 hour midweek run,7.9403757348,2022-05-03T21:39:15Z,21,3604,144.4,159
New pier opened up for pedestrians. Solid views,6.2150770162,2022-05-02T22:25:54Z,17,2823,138,157
warmdown,1.0033277537,2022-05-01T16:42:19Z,3,511,142.7,157
Strong effort for the 40 mile week ,11.026352669200001,2022-05-01T15:17:10Z,19,4626,154.5,173
Jogging with lots of breaks ,6.2107895563,2022-04-30T18:50:02Z,6,2799,144.1,169
Citi bike,2.1029058753000003,2022-04-30T03:59:27Z,5.1,887,,
Shakeout after a lift,4.182821023600001,2022-04-29T20:33:14Z,1,1971,151.6,186
Wd,1.3516061992,2022-04-28T22:08:54Z,6,613,150.9,161
2 warmup + 4 miles 6:20s pace ☀️🌇 Feeling great,6.005985674700001,2022-04-28T21:20:54Z,55,2400,149.6,175
Legs been sore,6.5253275565,2022-04-27T20:33:47Z,35,2853,157.3,178
These Altra shoes are a leg workout 🦿,6.2140206855,2022-04-25T21:31:17Z,10,2835,150.6,169
Same course same time by the second📐 Consistency ,4.0561856138,2022-04-24T12:01:41Z,29,1490,146.6,163
Warmup,1.5063897153,2022-04-24T10:56:59Z,27,645,143.9,166
V02max lowering with higher temps,5.0217961478,2022-04-23T20:38:25Z,50,2095,158.9,171
Trying on the new Altras,5.0338507452,2022-04-21T23:57:36Z,5,2380,161.9,183
Race week (4 mile race) and legs are sore for no reason ,4.0118818615,2022-04-20T21:14:27Z,5,1824,153.6,182
Wd,1.2824476069000001,2022-04-19T23:40:27Z,7,582,148.7,163
Fitness has definitely decreased 🦥,7.0418111317,2022-04-19T22:43:47Z,66,3019,152.3,171
Good vibes 🇺🇲,7.2568054977,2022-04-17T12:47:31Z,34,3284,146.1,168
Sightseeing jog,3.2485897251000004,2022-04-15T15:29:23Z,21,1692,145.3,163
Tourist mode jog,4.025924846100001,2022-04-14T23:05:59Z,26,2024,145.9,167
Warmdown,2.8862682950000003,2022-04-13T22:35:32Z,37,1313,150.8,167
Speed work pt 2,1.5239123775,2022-04-13T22:19:01Z,10,615,139.5,154
Speed work...Couldn't push more 💀,3.0057579383000004,2022-04-13T21:53:10Z,27,1212,145.6,166
Warm weather and congested paths,7.6624364865,2022-04-12T21:45:28Z,12,3375,155.2,169
40 miles ✅,10.0075527776,2022-04-10T20:28:16Z,16,4711,153.5,167
Moderate effort,7.3380808245,2022-04-09T21:39:53Z,6.6,3103,,
🌸,6.1072691477,2022-04-08T21:15:46Z,2,2525,159.8,173
30 min TM,3.6863455946,2022-04-07T23:26:22Z,0,1802,151.6,169
Local legend,7.3659182453,2022-04-06T23:11:06Z,71,3298,150.1,173
Warmdown,1.4775581009,2022-04-05T20:40:06Z,3,740,156.6,170
Trying to find comfort sub 6:30 pace ,5.0109842924,2022-04-05T20:04:02Z,4,1939,143.6,163
Shorter race. Felt great first 2 miles,4.046367952,2022-04-03T12:30:08Z,52,1489,141.1,166
Convenient warmup,1.4473594703000001,2022-04-03T11:33:03Z,22.1,645,,
Citi bike to friends place,0.8303380673,2022-04-02T20:56:50Z,11.6,444,,
Mucho windy,3.5065208272,2022-04-01T21:09:37Z,0,1595,147.3,162
Struggling hard,6.1370949557,2022-03-31T21:16:29Z,26,2768,136.6,174
Legs sore wanted to go for 7 ,4.1457251749,2022-03-30T19:42:09Z,42,1797,146.2,166
Windy 10k,6.232537541299999,2022-03-29T21:24:37Z,1,2770,141.6,162
Crosstown bus delayed jogging home instead ,1.0879584839,2022-03-28T03:06:26Z,17,537,,
Warmdown,1.158235544,2022-03-27T17:38:56Z,9,558,154,164
Not a bad run after a whole night of drinking bottom tier vodka sodas,11.0112533539,2022-03-27T16:18:01Z,119,4461,153.5,173
Jog home,0.8221359701,2022-03-26T15:15:40Z,2.2,362,,
Knees sore stopped early,3.1653881482,2022-03-26T14:48:14Z,9,1383,139.4,161
A cp tempo run hits the spot,6.1511379403,2022-03-25T20:23:01Z,51,2453,150.8,170
Bro split ,0,2022-03-24T20:51:23Z,0,1708,99.2,144
Weekly 4 miler,4.009334240399999,2022-03-23T21:01:16Z,7,1827,146.9,163
Westside run with the neighbor,6.780835311700001,2022-03-22T19:51:10Z,8,3031,146.8,170
Getting the legs sore again ,7.0076978638,2022-03-21T20:55:07Z,55,3015,144.8,165
Warmdown,2.0074632897,2022-03-20T15:59:30Z,1,934,162.2,172
Legs sore. Couldn't make it home without a break ,8.1412649791,2022-03-20T14:56:38Z,13,3364,135,153
Morning sweat sesh,0,2022-03-19T15:07:52Z,0,1837,115.4,144
Warmdown,1.3352641419,2022-03-18T21:15:30Z,0,608,153.5,164
Hudson river crowded and humid,4.0076565387,2022-03-18T20:45:49Z,1,1559,145.9,163
March madness! ,4.2262548565,2022-03-17T21:50:13Z,8,1987,142.4,159
Been a while CP,7.0479005675,2022-03-16T22:02:47Z,76,3007,148.2,163
Steady mile morning,6.2146420565,2022-03-15T11:35:20Z,8,2714,149.2,166
Peak weather 🌡️,5.6317960585,2022-03-14T21:27:08Z,52,2260,139.6,167
Solid lift + treadmill sesh,3.9081129045000003,2022-03-12T20:43:10Z,0,1802,149.4,174
Shake out,4.208297234600001,2022-03-12T00:02:19Z,15.8,1894,,
🦿 Legs feeling good again 🦿,6.261617704100001,2022-03-10T23:27:07Z,12.8,2777,138.5,150
Legs still sore 😞,4.4983532174,2022-03-09T23:17:43Z,5,2102,151.3,167
Shake it out,4.2305423164,2022-03-08T22:40:20Z,9,1914,157.4,172
Workout ,0,2022-03-08T01:12:31Z,0,1615,94.3,155
Died off at the end,13.13578294,2022-03-06T14:30:02Z,36,5133,159.7,171
Recovery run ,3.7745802766000005,2022-03-05T00:28:30Z,7,1710,152.1,168
Nyrr shaking me down for cash 💲,4.004798232100001,2022-03-02T23:16:36Z,10,1608,130.1,148
Chilling ,4.1992873551,2022-03-02T00:05:47Z,8,1933,133.2,164
Windy but not fighting it,8.354519506299999,2022-02-27T22:30:23Z,12,3729,149.7,166
Easy money miles 💸,7.011674638200001,2022-02-26T19:41:50Z,6,3094,146.3,160
~2 week taper 🫥,4.2315986471,2022-02-25T22:59:16Z,12,1962,151.5,169
Afternoon Run warmdown,1.0055025522,2022-02-24T22:53:42Z,3,488,153.3,160
Progression run 💫 Felt good to hit sub 6 at the end,5.0097415504,2022-02-24T22:13:11Z,10,1989,149.4,175
Evening Run,1.8818842106,2022-02-24T01:36:15Z,0,993,145.1,159
Not feeling this pace,1.33594765,2022-02-24T00:27:50Z,0,494,144.5,151
Not feeling it 😩,1.1988732074000001,2022-02-24T00:18:23Z,5.8,460,,
Whew a hard long run. Stopped early,13.288018835,2022-02-20T20:11:31Z,64.8,6092,151.4,170
💦 ,7.2024355352,2022-02-19T20:17:27Z,66,3356,151.1,174
Warmdown,0.9834438817000001,2022-02-19T01:24:54Z,43.8,518,,
It's nice out,7.015154315799999,2022-02-19T00:27:56Z,66,3064,150.4,167
These hills are brutal,6.0144984574,2022-02-18T01:12:17Z,128.5,2870,145.2,166
San Francisco I've been there before,7.436630265100001,2022-02-16T14:43:00Z,14,3107,153.4,173
In SF for the week,4.7335421409,2022-02-15T00:18:01Z,5.7,2200,,
Scenic ,13.185865442599999,2022-02-13T18:13:54Z,126,6015,149.3,171
T shirt weather,7.3034083227,2022-02-12T21:15:01Z,68,3409,156.5,174
 Home -> CVS,5.891839822,2022-02-10T19:29:21Z,20,2632,155.7,177
Shorts weather 😎,8.3758946687,2022-02-09T22:48:52Z,89,3521,155.5,170
Night Run,1.9937309906,2022-02-09T05:59:38Z,7.5,1067,,
35 min Treadmill run,4.3854501067,2022-02-08T23:52:36Z,0,2112,151.7,162
Warmdown,1.0070559797,2022-02-07T23:26:57Z,2,490,158.4,166
Progression Run  🔇🔉🔊,6.012634344399999,2022-02-07T22:39:26Z,15,2509,159,184
Warm down ,1.2325515156,2022-02-05T18:53:47Z,4,543,140.6,152
These roads suck. Slipped on ice a couple times 🤕,10.015257778,2022-02-05T17:30:48Z,23,4253,143.6,160
Freezing showers. Sleet. Not today,5.942170873,2022-02-05T00:22:32Z,0,3003,146.5,170
Workout,0,2022-02-05T00:06:42Z,0,847,106,140
Legs still sore from squats,7.012296009200001,2022-02-03T21:38:58Z,10,3206,151.5,179
It's not the asian glow it's the miles in the cold,8.008229448,2022-02-02T22:31:25Z,13,3703,153.7,173
Wrong choice in gear. Worn down Beacons we're not the right choice ,4.2043825973,2022-02-01T21:58:12Z,5,2008,154.1,169
Quick workout,0,2022-02-01T20:42:36Z,0,991,115.2,151
Long run cut short,7.005150242700001,2022-01-30T18:41:55Z,114,3120,153.7,165
Jogging back from the bar cause it's cold,0.5192797447,2022-01-30T03:15:49Z,3.4,380,,
Snowstorm dodging ,6.0642081374,2022-01-29T22:27:09Z,0,3003,160.1,182
Different route same view 🌇,8.1228723975,2022-01-27T21:41:22Z,73,3694,151.8,171
Legs coming back online 🔋. Relaxed 1hr steady,7.944973880200001,2022-01-26T23:30:47Z,23,3603,146.4,165
Mucho sore,7.5387836575,2022-01-25T23:02:17Z,71,3684,155.5,174
25 min Treadmill,3.0667765705,2022-01-25T00:00:40Z,0,1503,141.4,151
20 piece meal 💀 🍗🧆,20.0008140222,2022-01-23T14:43:55Z,148.4,8923,155.3,168
Jogging 👟,7.1534715004,2022-01-22T21:16:45Z,16,3297,155.5,172
Daily steps,5.4238231848,2022-01-21T23:08:25Z,58.6,2629,146.3,168
Getting more sun now ,8.417464388600001,2022-01-20T21:16:08Z,118.8,3699,162.9,184
Strong run 💪,8.6639001272,2022-01-18T23:18:34Z,94,3795,143.3,163
Steasy miles,6.2132129032000005,2022-01-17T20:12:37Z,13.3,3037,154.9,173
Face hurting more than legs 🥶🧊 Neck gaiter froze,15.355879385900002,2022-01-16T14:09:19Z,55,6551,155.4,171
Feels like 10 🧱,7.119047547,2022-01-15T20:39:23Z,38.2,3036,151.1,165
45 min TM jog ,5.1929217212,2022-01-13T22:47:23Z,0,2699,158,176
Warmdown ,1.0163144076,2022-01-12T17:53:57Z,4,488,149,159
👀eyes on the road 🧊⛸️,7.0126066947000005,2022-01-12T17:02:49Z,17,2858,156,180
The masculine urge to run in the extreme cold,7.3721940924,2022-01-11T20:55:15Z,73.7,3319,,
Hard to start slow below freezing,7.030005082700001,2022-01-10T23:21:08Z,17,3374,142.4,165
Brick but not too brick,7.3153386459,2022-01-08T19:59:47Z,15,3414,150.1,166
Love this city 🌆,7.0129795173,2022-01-07T21:14:11Z,75,3104,153.6,170
Treadmill calibration,0.3999765127,2022-01-06T23:41:22Z,0,300,,
Treadmill run,3.674788094,2022-01-06T22:56:09Z,0,2033,149.6,164
🚧Trash juice puddles are freezing over ⚠️,7.0756137141,2022-01-05T23:06:51Z,15,3191,148.7,167
Tired running 🧑‍🦽,7.0193796386,2022-01-04T20:23:44Z,78,3211,134.6,157
50 mile training week 🐫🐪,14.016079235700001,2022-01-02T17:32:09Z,37,6221,157.7,171
Thought my watch lost signal ,1.0063103345,2022-01-02T17:21:49Z,1,462,153.5,165
Feeling relaxed and in control ,6.2129643547999995,2022-01-01T20:07:33Z,7,2831,148.8,162
Last run for 2021. 1870 miles 🚗,7.316394976600001,2021-12-31T17:14:59Z,14,3243,153.4,169
55 miles the last 7 days,7.039512059,2021-12-29T17:54:20Z,13,3073,160.8,191
Steasy jog ,6.220047984200001,2021-12-28T23:06:33Z,15,3075,152,165
Citi bike to dentist appointment 🦷,1.7427592437,2021-12-28T15:03:33Z,12,762,102.3,121
Monday mileage ,8.2469601862,2021-12-27T21:43:54Z,72,3751,156.1,172
🏗️ 🫀 🏗️,5.2499014419,2021-12-26T21:04:06Z,6,2402,140.2,157
Long run pt 2. Legs mucho hurting,3.4988779639,2021-12-25T19:27:57Z,15,1669,150.1,165
Started too fast legs gave out,8.8971628006,2021-12-25T18:13:33Z,29,3857,137.1,161
Christmas eve run ⛄,7.1197310551,2021-12-24T19:25:30Z,14,3005,153.2,182
Lunch run,9.121974828399999,2021-12-23T18:49:39Z,74,3900,145.4,169
Steady miles for lunch,6.4026689211,2021-12-21T16:24:27Z,17,2771,141.1,167
Ran 1800 miles for 2021 🎉🎉,4.7812012966,2021-12-20T21:55:52Z,14,2315,151.1,168
Building these long runs back up,16.0291348644,2021-12-19T19:47:35Z,41.9,7054,155,174
Steady run closer to 8:30 pace. GPS messed up,4.5858422542,2021-12-18T16:12:51Z,18,2183,150.7,172
Neck stiff all day,7.0441723415,2021-12-17T22:10:11Z,5,3117,158,178
A warm December ,8.3802442657,2021-12-16T23:32:11Z,78,3650,149.6,174
Showing John my favorite part of NYC,5.6411787606,2021-12-14T22:31:12Z,54,3183,149.3,170
Getting a run in before night time,5.267424104100001,2021-12-13T20:52:19Z,4,2470,149.8,168
Not a single water fountain working,11.0284031935,2021-12-12T18:28:55Z,94.2,4812,161.2,177
63 degrees for a NYC December?,4.4044640593,2021-12-11T19:46:13Z,6,2105,154.3,166
Steady miles ,5.0260214706,2021-12-10T22:19:27Z,13,2435,149,164
Adapting to the cold again,7.441911918600001,2021-12-09T22:52:22Z,14,3338,152.4,168
❄️⛄⛷️winter soldier ,7.0071386299,2021-12-07T23:58:52Z,10,3305,147.3,161
Needed to change into leggings,0.7134581822,2021-12-07T23:18:13Z,3,371,137,161
5pm feeling like midnight 🌆🌃,5.1980791005,2021-12-06T22:57:14Z,6.3,2324,,
Base Building 🐫🐪,12.481727825400002,2021-12-05T15:50:28Z,100.1,5352,,
Treadmill mentality ,4.0000136754,2021-12-04T23:40:34Z,0,1969,,
Lunch Run,4.2000330003,2021-12-03T18:58:59Z,5.7,1879,,
CP run 🌆,6.951712336700001,2021-12-03T00:04:21Z,79.7,3012,,
5 build + 1 easy. Good to be back!,6.5780198172999995,2021-12-01T20:11:01Z,16.9,2896,,
Trail run + neighborhood run,6.016611118799999,2021-11-29T23:46:51Z,79.5,2774,156.9,170
HOA here needs to invest in some street lighting. It's too dark out here 💡,5.0279477207,2021-11-29T01:05:03Z,48,2508,147.8,161
Too much sunlight ☀️🌞,7.440420628200001,2021-11-27T20:33:36Z,33,3440,157.5,172
Ahwatukee sunset,7.296573241700001,2021-11-27T00:01:34Z,38,3374,157.1,169
A little bit of trail running 🏜️,6.0732180169,2021-11-24T23:30:13Z,73,2900,149.8,167
🏘️ Tukee strolling 🏘️,6.0643945487,2021-11-23T22:52:14Z,42,2707,154.1,174
Lap around the hood 🏘️,2.5011425492,2021-11-23T00:11:58Z,23,1071,141.1,154
Fun race that ended at a parade,13.133856689900002,2021-11-20T14:30:07Z,7,5139,155.7,171
EZ,4.009334240399999,2021-11-18T00:58:54Z,7,1948,152.1,167
40 miles this week 🐫🐪,4.2132060655,2021-11-14T20:51:42Z,8,1965,138.8,154
A hard 12 miles,12.007994575,2021-11-13T15:28:59Z,36,5142,142.2,160
Taking it ez,4.33095587,2021-11-12T23:05:41Z,13,2124,152.1,165
Getting dark real soon now 🌌,7.1187368615,2021-11-11T21:33:38Z,74,3033,134,154
Evening Run,5.5265358111000005,2021-11-10T00:38:11Z,10,2456,155.5,168
GPS lost signal 🚫📵📍,5.8193258263,2021-11-08T23:52:03Z,6,2344,153.1,176
Evening Run,1.1999916752,2021-11-08T23:50:00Z,0,491,,
What a nice run,12.0069382443,2021-11-06T20:06:00Z,31,5353,153.1,178
Perfect fall weather 🍂🍁🍃,6.2020903623,2021-11-05T19:23:50Z,2,2784,156.5,176
I'll do 9 + 1 next year,4.8745312208,2021-11-04T23:41:22Z,53,2101,144.2,162
Found my running gloves 🧤,7.0119853237,2021-11-03T22:17:59Z,16,3080,148.8,163
Morning treadmill run ,3.100019919,2021-11-02T13:05:32Z,0,1452,,
Warmdown,2.0048535315000002,2021-10-31T17:21:32Z,4,972,162.9,174
Strong effort 10,10.056268264,2021-10-31T16:03:39Z,25.6,4080,,
Before I go put on my pig costume ,6.0197801109,2021-10-29T21:38:58Z,10,2727,151.2,168
Post EDC fitness test 💀,7.0217408483999995,2021-10-28T22:34:29Z,92.3,2840,155.4,175
Back in NYC 🗽,4.2100370734,2021-10-27T22:28:18Z,5.6,1814,,
Running to dinner 🍣 🏃,2.8341352681000003,2021-10-26T00:57:39Z,6.5,1296,,
Running thru Vegas like Floyd Mayweather,5.4924846803,2021-10-25T16:13:40Z,26.8,2485,,
EZ miles ,4.025241338,2021-10-20T23:14:42Z,8,1960,145.8,162
Novablast shoes are decent actually,6.9011948744,2021-10-19T23:42:32Z,16,3061,151.2,171
Getting chilly 🌬️💨🎐,4.1193169074,2021-10-18T23:09:27Z,6,1925,156.4,180
Good looks chilling with cooler climate ,7.713078223,2021-10-17T18:55:20Z,65,3355,147.8,166
Treadmill run,2.999979188,2021-10-16T22:13:21Z,0,1453,,
Lil tired today,6.006793457,2021-10-15T23:06:53Z,5,2795,154.2,171
Late night run,5.2739484996,2021-10-15T00:14:15Z,10,2437,147.1,167
EZ Run,4.2002194116,2021-10-12T23:35:49Z,7,1933,153.1,169
